Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,OT?,Attend.,Arena,Notes,Season
Tue Feb 8 2011,7:30p,San Antonio Spurs,100,Detroit Pistons,89,,16132,The Palace of Auburn Hills,,2011
Tue Feb 8 2011,7:30p,Indiana Pacers,112,Miami Heat,117,,19600,AmericanAirlines Arena,,2011
Tue Feb 8 2011,8:00p,Toronto Raptors,74,Milwaukee Bucks,92,,11975,Bradley Center,,2011
Tue Feb 8 2011,8:00p,Memphis Grizzlies,105,Oklahoma City Thunder,101,OT,17868,Chesapeake Energy Arena,,2011
Tue Feb 8 2011,8:30p,Minnesota Timberwolves,112,Houston Rockets,108,,15679,Toyota Center,,2011
Wed Feb 9 2011,7:00p,Detroit Pistons,103,Cleveland Cavaliers,94,,19475,Quicken Loans Arena,,2011
Wed Feb 9 2011,7:00p,Charlotte Bobcats,103,Indiana Pacers,104,,10268,Conseco Fieldhouse,,2011
Wed Feb 9 2011,7:00p,New Orleans Hornets,101,New Jersey Nets,103,OT,13316,Prudential Center,,2011
Wed Feb 9 2011,7:00p,Orlando Magic,99,Philadelphia 76ers,95,,12091,Wells Fargo Center,,2011
Wed Feb 9 2011,7:00p,San Antonio Spurs,111,Toronto Raptors,100,,15867,Air Canada Centre,,2011
Wed Feb 9 2011,7:00p,Milwaukee Bucks,85,Washington Wizards,100,,16108,Verizon Center,,2011
Wed Feb 9 2011,7:30p,Los Angeles Clippers,116,New York Knicks,108,,19763,Madison Square Garden (IV),,2011
Wed Feb 9 2011,9:00p,Chicago Bulls,91,Utah Jazz,86,,19911,EnergySolutions Arena,,2011
Wed Feb 9 2011,10:00p,Dallas Mavericks,102,Sacramento Kings,100,,12310,Power Balance Pavilion,,2011
Wed Feb 9 2011,10:30p,Denver Nuggets,114,Golden State Warriors,116,,18430,Oracle Arena,,2011
Thu Feb 10 2011,8:00p,Los Angeles Lakers,92,Boston Celtics,86,,18624,TD Garden,,2011
Thu Feb 10 2011,9:00p,Golden State Warriors,88,Phoenix Suns,112,,16731,US Airways Center,,2011
Thu Feb 10 2011,10:30p,Dallas Mavericks,120,Denver Nuggets,121,,16273,Pepsi Center,,2011
Fri Feb 11 2011,7:00p,New Jersey Nets,94,Charlotte Bobcats,89,,15386,Time Warner Cable Arena,,2011
Fri Feb 11 2011,7:00p,Minnesota Timberwolves,105,Indiana Pacers,116,,12559,Conseco Fieldhouse,,2011
Fri Feb 11 2011,7:00p,New Orleans Hornets,99,Orlando Magic,93,,18944,Amway Center,,2011
Fri Feb 11 2011,7:00p,San Antonio Spurs,71,Philadelphia 76ers,77,,15501,Wells Fargo Center,,2011
Fri Feb 11 2011,7:00p,Portland Trail Blazers,102,Toronto Raptors,96,,15625,Air Canada Centre,,2011
Fri Feb 11 2011,7:30p,Los Angeles Clippers,119,Cleveland Cavaliers,126,OT,20562,Quicken Loans Arena,,2011
Fri Feb 11 2011,7:30p,Miami Heat,106,Detroit Pistons,92,,22076,The Palace of Auburn Hills,,2011
Fri Feb 11 2011,8:00p,Milwaukee Bucks,86,Memphis Grizzlies,89,,14749,FedEx Forum,,2011
Fri Feb 11 2011,8:00p,Los Angeles Lakers,113,New York Knicks,96,,19763,Madison Square Garden (IV),,2011
Fri Feb 11 2011,10:30p,Phoenix Suns,95,Utah Jazz,83,,19911,EnergySolutions Arena,,2011
Sat Feb 12 2011,7:00p,Charlotte Bobcats,88,Atlanta Hawks,86,,16948,Philips Arena,,2011
Sat Feb 12 2011,7:00p,New York Knicks,105,New Jersey Nets,95,,18711,Prudential Center,,2011
Sat Feb 12 2011,8:00p,Philadelphia 76ers,107,Minnesota Timberwolves,87,,17011,Target Center,,2011
Sat Feb 12 2011,8:00p,Chicago Bulls,97,New Orleans Hornets,88,,17831,New Orleans Arena,,2011
Sat Feb 12 2011,8:00p,San Antonio Spurs,118,Washington Wizards,94,,20435,Verizon Center,,2011
Sat Feb 12 2011,8:30p,Dallas Mavericks,106,Houston Rockets,102,,17009,Toyota Center,,2011
Sat Feb 12 2011,8:30p,Indiana Pacers,103,Milwaukee Bucks,97,,17046,Bradley Center,,2011
Sat Feb 12 2011,10:00p,Oklahoma City Thunder,99,Sacramento Kings,97,,14987,Power Balance Pavilion,,2011
Sun Feb 13 2011,1:00p,Miami Heat,82,Boston Celtics,85,,18624,TD Garden,,2011
Sun Feb 13 2011,3:30p,Los Angeles Lakers,75,Orlando Magic,89,,19193,Amway Center,,2011
Sun Feb 13 2011,6:00p,Washington Wizards,115,Cleveland Cavaliers,100,,19154,Quicken Loans Arena,,2011
Sun Feb 13 2011,6:00p,Portland Trail Blazers,105,Detroit Pistons,100,,15257,The Palace of Auburn Hills,,2011
Sun Feb 13 2011,6:00p,Denver Nuggets,108,Memphis Grizzlies,116,,15398,FedEx Forum,,2011
Sun Feb 13 2011,6:00p,Los Angeles Clippers,93,Toronto Raptors,98,,19800,Air Canada Centre,,2011
Sun Feb 13 2011,8:00p,Oklahoma City Thunder,94,Golden State Warriors,100,,19596,Oracle Arena,,2011
Sun Feb 13 2011,8:00p,Sacramento Kings,113,Phoenix Suns,108,,17798,US Airways Center,,2011
Mon Feb 14 2011,7:00p,Los Angeles Lakers,89,Charlotte Bobcats,109,,19488,Time Warner Cable Arena,,2011
Mon Feb 14 2011,7:00p,San Antonio Spurs,102,New Jersey Nets,85,,13433,Prudential Center,,2011
Mon Feb 14 2011,7:30p,Atlanta Hawks,94,Detroit Pistons,79,,11844,The Palace of Auburn Hills,,2011
Mon Feb 14 2011,8:00p,Los Angeles Clippers,78,Milwaukee Bucks,102,,13111,Bradley Center,,2011
Mon Feb 14 2011,8:00p,Portland Trail Blazers,95,Minnesota Timberwolves,81,,11227,Target Center,,2011
Mon Feb 14 2011,8:30p,Denver Nuggets,102,Houston Rockets,121,,16450,Toyota Center,,2011
Tue Feb 15 2011,7:00p,Miami Heat,110,Indiana Pacers,103,,18165,Conseco Fieldhouse,,2011
Tue Feb 15 2011,8:00p,Charlotte Bobcats,94,Chicago Bulls,106,,21391,United Center,,2011
Tue Feb 15 2011,8:00p,Philadelphia 76ers,91,Memphis Grizzlies,102,,11197,FedEx Forum,,2011
Tue Feb 15 2011,8:00p,Sacramento Kings,96,Oklahoma City Thunder,126,,18087,Chesapeake Energy Arena,,2011
Tue Feb 15 2011,9:00p,Utah Jazz,101,Phoenix Suns,102,,16874,US Airways Center,,2011
Tue Feb 15 2011,10:30p,New Orleans Hornets,89,Golden State Warriors,102,,18276,Oracle Arena,,2011
Wed Feb 16 2011,7:00p,Washington Wizards,76,Orlando Magic,101,,19054,Amway Center,,2011
Wed Feb 16 2011,7:00p,Miami Heat,103,Toronto Raptors,95,,20156,Air Canada Centre,,2011
Wed Feb 16 2011,7:30p,New Jersey Nets,80,Boston Celtics,94,,18624,TD Garden,,2011
Wed Feb 16 2011,7:30p,Los Angeles Lakers,99,Cleveland Cavaliers,104,,20562,Quicken Loans Arena,,2011
Wed Feb 16 2011,7:30p,Indiana Pacers,109,Detroit Pistons,115,OT,12551,The Palace of Auburn Hills,,2011
Wed Feb 16 2011,7:30p,Atlanta Hawks,90,New York Knicks,102,,19763,Madison Square Garden (IV),,2011
Wed Feb 16 2011,8:00p,Los Angeles Clippers,98,Minnesota Timberwolves,90,,15227,Target Center,,2011
Wed Feb 16 2011,8:30p,Sacramento Kings,100,Dallas Mavericks,116,,20420,American Airlines Center,,2011
Wed Feb 16 2011,8:30p,Philadelphia 76ers,114,Houston Rockets,105,,14476,Toyota Center,,2011
Wed Feb 16 2011,9:00p,Denver Nuggets,94,Milwaukee Bucks,87,,16033,Bradley Center,,2011
Wed Feb 16 2011,9:00p,Golden State Warriors,107,Utah Jazz,100,,19911,EnergySolutions Arena,,2011
Wed Feb 16 2011,10:00p,New Orleans Hornets,96,Portland Trail Blazers,103,,20650,Rose Garden Arena,,2011
Thu Feb 17 2011,8:00p,San Antonio Spurs,99,Chicago Bulls,109,,22172,United Center,,2011
Thu Feb 17 2011,10:30p,Dallas Mavericks,112,Phoenix Suns,106,,17903,US Airways Center,,2011
Tue Feb 22 2011,7:00p,Toronto Raptors,101,Charlotte Bobcats,114,,12976,Time Warner Cable Arena,,2011
Tue Feb 22 2011,7:00p,Indiana Pacers,113,Washington Wizards,96,,14328,Verizon Center,,2011
Tue Feb 22 2011,7:30p,Houston Rockets,108,Detroit Pistons,100,,12353,The Palace of Auburn Hills,,2011
Tue Feb 22 2011,7:30p,Sacramento Kings,97,Miami Heat,117,,19754,AmericanAirlines Arena,,2011
Tue Feb 22 2011,8:00p,Minnesota Timberwolves,88,Milwaukee Bucks,94,,13106,Bradley Center,,2011
Tue Feb 22 2011,8:00p,Los Angeles Clippers,88,Oklahoma City Thunder,111,,18203,Chesapeake Energy Arena,,2011
Tue Feb 22 2011,9:00p,Memphis Grizzlies,107,Denver Nuggets,120,,14638,Pepsi Center,,2011
Tue Feb 22 2011,10:30p,Boston Celtics,115,Golden State Warriors,93,,19738,Oracle Arena,,2011
Tue Feb 22 2011,10:30p,Atlanta Hawks,80,Los Angeles Lakers,104,,18997,STAPLES Center,,2011
Wed Feb 23 2011,7:00p,Houston Rockets,124,Cleveland Cavaliers,119,,18027,Quicken Loans Arena,,2011
Wed Feb 23 2011,7:00p,Detroit Pistons,101,Indiana Pacers,102,,12214,Conseco Fieldhouse,,2011
Wed Feb 23 2011,7:00p,Sacramento Kings,111,Orlando Magic,105,,19146,Amway Center,,2011
Wed Feb 23 2011,7:00p,Washington Wizards,94,Philadelphia 76ers,117,,12704,Wells Fargo Center,,2011
Wed Feb 23 2011,7:00p,Oklahoma City Thunder,105,San Antonio Spurs,109,,18581,AT&T Center,,2011
Wed Feb 23 2011,7:00p,Chicago Bulls,113,Toronto Raptors,118,,18105,Air Canada Centre,,2011
Wed Feb 23 2011,7:30p,Milwaukee Bucks,108,New York Knicks,114,,19763,Madison Square Garden (IV),,2011
Wed Feb 23 2011,8:00p,Memphis Grizzlies,104,Minnesota Timberwolves,95,,11497,Target Center,,2011
Wed Feb 23 2011,8:30p,Utah Jazz,99,Dallas Mavericks,118,,20379,American Airlines Center,,2011
Wed Feb 23 2011,9:00p,Atlanta Hawks,97,Phoenix Suns,105,,18254,US Airways Center,,2011
Wed Feb 23 2011,9:30p,Los Angeles Clippers,87,New Orleans Hornets,98,,17537,New Orleans Arena,,2011
Wed Feb 23 2011,10:30p,Los Angeles Lakers,106,Portland Trail Blazers,101,OT,20643,Rose Garden Arena,,2011
Thu Feb 24 2011,8:00p,Miami Heat,89,Chicago Bulls,93,,23024,United Center,,2011
Thu Feb 24 2011,10:30p,Boston Celtics,75,Denver Nuggets,89,,18524,Pepsi Center,,2011
Fri Feb 25 2011,7:00p,Sacramento Kings,98,Charlotte Bobcats,110,,15782,Time Warner Cable Arena,,2011
Fri Feb 25 2011,7:00p,Utah Jazz,95,Indiana Pacers,84,,16205,Conseco Fieldhouse,,2011
Fri Feb 25 2011,7:00p,Detroit Pistons,94,Philadelphia 76ers,110,,15105,Wells Fargo Center,,2011
Fri Feb 25 2011,7:00p,Phoenix Suns,110,Toronto Raptors,92,,19004,Air Canada Centre,,2011
Fri Feb 25 2011,7:30p,New York Knicks,109,Cleveland Cavaliers,115,,20562,Quicken Loans Arena,,2011
Fri Feb 25 2011,7:30p,Washington Wizards,113,Miami Heat,121,,19825,AmericanAirlines Arena,,2011
Fri Feb 25 2011,8:00p,New Orleans Hornets,95,Minnesota Timberwolves,81,,16965,Target Center,,2011
Fri Feb 25 2011,8:00p,Oklahoma City Thunder,88,Orlando Magic,111,,19011,Amway Center,,2011
Fri Feb 25 2011,8:30p,New Jersey Nets,96,San Antonio Spurs,106,,18581,AT&T Center,,2011
Fri Feb 25 2011,10:30p,Atlanta Hawks,95,Golden State Warriors,79,,19858,Oracle Arena,,2011
Fri Feb 25 2011,10:30p,Los Angeles Clippers,95,Los Angeles Lakers,108,,18997,STAPLES Center,,2011
Fri Feb 25 2011,10:30p,Denver Nuggets,106,Portland Trail Blazers,107,OT,20659,Rose Garden Arena,,2011
Sat Feb 26 2011,7:30p,Utah Jazz,116,Detroit Pistons,120,,18564,The Palace of Auburn Hills,,2011
Sat Feb 26 2011,8:00p,Sacramento Kings,92,Memphis Grizzlies,120,,16028,FedEx Forum,,2011
Sat Feb 26 2011,8:00p,Dallas Mavericks,105,Washington Wizards,99,,19203,Verizon Center,,2011
Sat Feb 26 2011,8:30p,New Jersey Nets,108,Houston Rockets,123,,17209,Toyota Center,,2011
Sat Feb 26 2011,8:30p,Chicago Bulls,83,Milwaukee Bucks,75,,18717,Bradley Center,,2011
Sat Feb 26 2011,10:30p,Boston Celtics,99,Los Angeles Clippers,92,,19513,STAPLES Center,,2011
Sun Feb 27 2011,12:00p,Phoenix Suns,110,Indiana Pacers,108,OT,14168,Conseco Fieldhouse,,2011
Sun Feb 27 2011,2:30p,Los Angeles Lakers,90,Oklahoma City Thunder,87,,18203,Chesapeake Energy Arena,,2011
Sun Feb 27 2011,5:00p,Philadelphia 76ers,95,Cleveland Cavaliers,91,,19882,Quicken Loans Arena,,2011
Sun Feb 27 2011,5:00p,Golden State Warriors,123,Minnesota Timberwolves,126,,16021,Target Center,,2011
Sun Feb 27 2011,6:00p,Charlotte Bobcats,86,Orlando Magic,100,,18846,Amway Center,,2011
Sun Feb 27 2011,6:00p,Dallas Mavericks,114,Toronto Raptors,96,,16827,Air Canada Centre,,2011
Sun Feb 27 2011,7:00p,Houston Rockets,91,New Orleans Hornets,89,,17466,New Orleans Arena,,2011
Sun Feb 27 2011,7:00p,Memphis Grizzlies,88,San Antonio Spurs,95,,18581,AT&T Center,,2011
Sun Feb 27 2011,8:00p,New York Knicks,91,Miami Heat,86,,19702,AmericanAirlines Arena,,2011
Sun Feb 27 2011,10:30p,Atlanta Hawks,90,Portland Trail Blazers,83,,20642,Rose Garden Arena,,2011
Mon Feb 28 2011,7:00p,Phoenix Suns,104,New Jersey Nets,103,OT,15836,Prudential Center,,2011
Mon Feb 28 2011,7:00p,Chicago Bulls,105,Washington Wizards,77,,17873,Verizon Center,,2011
Mon Feb 28 2011,9:00p,Atlanta Hawks,90,Denver Nuggets,100,,16163,Pepsi Center,,2011
Mon Feb 28 2011,9:00p,Boston Celtics,107,Utah Jazz,102,,19911,EnergySolutions Arena,,2011
Mon Feb 28 2011,10:00p,Los Angeles Clippers,99,Sacramento Kings,105,,17317,Power Balance Pavilion,,2011
Tue Mar 1 2011,7:00p,Golden State Warriors,100,Indiana Pacers,109,,9557,Conseco Fieldhouse,,2011
Tue Mar 1 2011,7:00p,New York Knicks,110,Orlando Magic,116,,19131,Amway Center,,2011
Tue Mar 1 2011,7:00p,Dallas Mavericks,101,Philadelphia 76ers,93,,13509,Wells Fargo Center,,2011
Tue Mar 1 2011,7:00p,New Orleans Hornets,90,Toronto Raptors,96,,14704,Air Canada Centre,,2011
Tue Mar 1 2011,8:00p,San Antonio Spurs,93,Memphis Grizzlies,109,,13480,FedEx Forum,,2011
Tue Mar 1 2011,8:00p,Detroit Pistons,90,Milwaukee Bucks,92,,11364,Bradley Center,,2011
Tue Mar 1 2011,8:00p,Los Angeles Lakers,90,Minnesota Timberwolves,79,,17111,Target Center,,2011
Tue Mar 1 2011,10:00p,Houston Rockets,103,Portland Trail Blazers,87,,20272,Rose Garden Arena,,2011
Wed Mar 2 2011,7:00p,Chicago Bulls,80,Atlanta Hawks,83,,16928,Philips Arena,,2011
Wed Mar 2 2011,7:00p,San Antonio Spurs,109,Cleveland Cavaliers,99,,18795,Quicken Loans Arena,,2011
Wed Mar 2 2011,7:00p,Golden State Warriors,106,Washington Wizards,102,,17865,Verizon Center,,2011
Wed Mar 2 2011,7:30p,Phoenix Suns,103,Boston Celtics,115,,18624,TD Garden,,2011
Wed Mar 2 2011,7:30p,Minnesota Timberwolves,116,Detroit Pistons,105,,13122,The Palace of Auburn Hills,,2011
Wed Mar 2 2011,7:30p,New Orleans Hornets,88,New York Knicks,107,,19763,Madison Square Garden (IV),,2011
Wed Mar 2 2011,8:00p,Indiana Pacers,89,Oklahoma City Thunder,113,,18203,Chesapeake Energy Arena,,2011
Wed Mar 2 2011,9:00p,Charlotte Bobcats,80,Denver Nuggets,120,,14255,Pepsi Center,,2011
Wed Mar 2 2011,10:00p,Portland Trail Blazers,107,Sacramento Kings,102,,12286,Power Balance Pavilion,,2011
Wed Mar 2 2011,10:30p,Houston Rockets,103,Los Angeles Clippers,106,,19060,STAPLES Center,,2011
Thu Mar 3 2011,8:00p,Orlando Magic,99,Miami Heat,96,,19600,AmericanAirlines Arena,,2011
Thu Mar 3 2011,10:30p,Denver Nuggets,103,Utah Jazz,101,,19524,EnergySolutions Arena,,2011
Fri Mar 4 2011,3:00p,Toronto Raptors,103,New Jersey Nets,116,,18689,The O2 Arena,at London England,2011
Fri Mar 4 2011,7:00p,Chicago Bulls,89,Orlando Magic,81,,19207,Amway Center,,2011
Fri Mar 4 2011,7:00p,Minnesota Timberwolves,100,Philadelphia 76ers,111,,12008,Wells Fargo Center,,2011
Fri Mar 4 2011,7:30p,Oklahoma City Thunder,111,Atlanta Hawks,104,,17916,Philips Arena,,2011
Fri Mar 4 2011,7:30p,Golden State Warriors,103,Boston Celtics,107,,18624,TD Garden,,2011
Fri Mar 4 2011,7:30p,Cleveland Cavaliers,119,New York Knicks,115,,19763,Madison Square Garden (IV),,2011
Fri Mar 4 2011,8:00p,New Orleans Hornets,98,Memphis Grizzlies,91,,15367,FedEx Forum,,2011
Fri Mar 4 2011,8:30p,Indiana Pacers,108,Dallas Mavericks,116,,20385,American Airlines Center,,2011
Fri Mar 4 2011,8:30p,Phoenix Suns,102,Milwaukee Bucks,88,,15011,Bradley Center,,2011
Fri Mar 4 2011,9:30p,Miami Heat,95,San Antonio Spurs,125,,18581,AT&T Center,,2011
Fri Mar 4 2011,10:30p,Charlotte Bobcats,84,Los Angeles Lakers,92,,18997,STAPLES Center,,2011
Sat Mar 5 2011,3:00p,Toronto Raptors,136,New Jersey Nets,137,3OT,18689,The O2 Arena,at London England,2011
Sat Mar 5 2011,7:00p,Minnesota Timberwolves,96,Washington Wizards,103,,18216,Verizon Center,,2011
Sat Mar 5 2011,8:30p,Indiana Pacers,95,Houston Rockets,112,,14965,Toyota Center,,2011
Sat Mar 5 2011,9:00p,Sacramento Kings,102,Utah Jazz,109,OT,19911,EnergySolutions Arena,,2011
Sat Mar 5 2011,10:00p,Charlotte Bobcats,69,Portland Trail Blazers,93,,20588,Rose Garden Arena,,2011
Sat Mar 5 2011,10:30p,Denver Nuggets,94,Los Angeles Clippers,100,,19060,STAPLES Center,,2011
Sun Mar 6 2011,1:00p,Chicago Bulls,87,Miami Heat,86,,19763,AmericanAirlines Arena,,2011
Sun Mar 6 2011,3:30p,Los Angeles Lakers,99,San Antonio Spurs,83,,18996,AT&T Center,,2011
Sun Mar 6 2011,6:00p,Washington Wizards,102,Detroit Pistons,113,,17506,The Palace of Auburn Hills,,2011
Sun Mar 6 2011,6:00p,Golden State Warriors,117,Philadelphia 76ers,125,OT,11294,Wells Fargo Center,,2011
Sun Mar 6 2011,6:30p,New York Knicks,92,Atlanta Hawks,79,,19560,Philips Arena,,2011
Sun Mar 6 2011,6:30p,New Orleans Hornets,96,Cleveland Cavaliers,81,,18754,Quicken Loans Arena,,2011
Sun Mar 6 2011,7:00p,Phoenix Suns,118,Oklahoma City Thunder,122,OT,18203,Chesapeake Energy Arena,,2011
Sun Mar 6 2011,7:30p,Memphis Grizzlies,104,Dallas Mavericks,103,,20102,American Airlines Center,,2011
Sun Mar 6 2011,9:00p,Boston Celtics,89,Milwaukee Bucks,83,,16110,Bradley Center,,2011
Mon Mar 7 2011,7:00p,Los Angeles Clippers,92,Charlotte Bobcats,87,,16438,Time Warner Cable Arena,,2011
Mon Mar 7 2011,7:00p,Portland Trail Blazers,89,Orlando Magic,85,,19001,Amway Center,,2011
Mon Mar 7 2011,7:30p,Utah Jazz,109,New York Knicks,131,,19763,Madison Square Garden (IV),,2011
Mon Mar 7 2011,8:00p,New Orleans Hornets,77,Chicago Bulls,85,,21997,United Center,,2011
Mon Mar 7 2011,8:00p,Oklahoma City Thunder,101,Memphis Grizzlies,107,,13903,FedEx Forum,,2011
Mon Mar 7 2011,8:00p,Dallas Mavericks,108,Minnesota Timberwolves,105,,13288,Target Center,,2011
Mon Mar 7 2011,10:00p,Houston Rockets,123,Sacramento Kings,101,,12561,Power Balance Pavilion,,2011
Tue Mar 8 2011,7:00p,Los Angeles Lakers,101,Atlanta Hawks,87,,19890,Philips Arena,,2011
Tue Mar 8 2011,7:00p,Golden State Warriors,95,Cleveland Cavaliers,85,,19919,Quicken Loans Arena,,2011
Tue Mar 8 2011,7:00p,Philadelphia 76ers,110,Indiana Pacers,100,,9466,Conseco Fieldhouse,,2011
Tue Mar 8 2011,7:00p,Milwaukee Bucks,95,Washington Wizards,76,,16190,Verizon Center,,2011
Tue Mar 8 2011,7:30p,Portland Trail Blazers,105,Miami Heat,96,,19835,AmericanAirlines Arena,,2011
Tue Mar 8 2011,9:00p,Houston Rockets,110,Phoenix Suns,113,,17363,US Airways Center,,2011
Wed Mar 9 2011,7:00p,Chicago Bulls,101,Charlotte Bobcats,84,,15286,Time Warner Cable Arena,,2011
Wed Mar 9 2011,7:00p,Golden State Warriors,90,New Jersey Nets,94,,13513,Prudential Center,,2011
Wed Mar 9 2011,7:00p,Oklahoma City Thunder,110,Philadelphia 76ers,105,OT,19283,Wells Fargo Center,,2011
Wed Mar 9 2011,7:00p,Utah Jazz,96,Toronto Raptors,94,,14425,Air Canada Centre,,2011
Wed Mar 9 2011,7:30p,Los Angeles Clippers,108,Boston Celtics,103,,18624,TD Garden,,2011
Wed Mar 9 2011,8:00p,New York Knicks,110,Memphis Grizzlies,108,,17512,FedEx Forum,,2011
Wed Mar 9 2011,8:00p,Cleveland Cavaliers,90,Milwaukee Bucks,110,,12499,Bradley Center,,2011
Wed Mar 9 2011,8:00p,Indiana Pacers,75,Minnesota Timberwolves,101,,15153,Target Center,,2011
Wed Mar 9 2011,8:00p,Dallas Mavericks,92,New Orleans Hornets,93,,14472,New Orleans Arena,,2011
Wed Mar 9 2011,8:30p,Detroit Pistons,104,San Antonio Spurs,111,,18581,AT&T Center,,2011
Wed Mar 9 2011,10:00p,Orlando Magic,106,Sacramento Kings,102,,12728,Power Balance Pavilion,,2011
Thu Mar 10 2011,7:00p,Los Angeles Lakers,88,Miami Heat,94,,19986,AmericanAirlines Arena,,2011
Thu Mar 10 2011,9:30p,New York Knicks,109,Dallas Mavericks,127,,20517,American Airlines Center,,2011
Thu Mar 10 2011,10:30p,Denver Nuggets,116,Phoenix Suns,97,,17465,US Airways Center,,2011
Fri Mar 11 2011,7:00p,Portland Trail Blazers,92,Charlotte Bobcats,97,,18176,Time Warner Cable Arena,,2011
Fri Mar 11 2011,7:00p,Los Angeles Clippers,98,New Jersey Nets,102,OT,18711,Prudential Center,,2011
Fri Mar 11 2011,7:00p,Boston Celtics,86,Philadelphia 76ers,89,,20614,Wells Fargo Center,,2011
Fri Mar 11 2011,7:00p,Indiana Pacers,98,Toronto Raptors,108,,14726,Air Canada Centre,,2011
Fri Mar 11 2011,8:00p,Atlanta Hawks,76,Chicago Bulls,94,,22123,United Center,,2011
Fri Mar 11 2011,8:00p,Utah Jazz,101,Minnesota Timberwolves,122,,18534,Target Center,,2011
Fri Mar 11 2011,8:00p,Detroit Pistons,94,Oklahoma City Thunder,104,,18203,Chesapeake Energy Arena,,2011
Fri Mar 11 2011,8:30p,Sacramento Kings,103,San Antonio Spurs,108,,18712,AT&T Center,,2011
Fri Mar 11 2011,10:30p,Orlando Magic,120,Golden State Warriors,123,OT,19596,Oracle Arena,,2011
Sat Mar 12 2011,3:30p,Memphis Grizzlies,85,Miami Heat,118,,19600,AmericanAirlines Arena,,2011
Sat Mar 12 2011,7:00p,Portland Trail Blazers,82,Atlanta Hawks,91,,15522,Philips Arena,,2011
Sat Mar 12 2011,7:00p,Los Angeles Clippers,122,Washington Wizards,101,,20278,Verizon Center,,2011
Sat Mar 12 2011,8:00p,Utah Jazz,100,Chicago Bulls,118,,22885,United Center,,2011
Sat Mar 12 2011,8:00p,Philadelphia 76ers,74,Milwaukee Bucks,102,,15832,Bradley Center,,2011
Sat Mar 12 2011,8:00p,Sacramento Kings,103,New Orleans Hornets,115,,15530,New Orleans Arena,,2011
Sat Mar 12 2011,8:30p,San Antonio Spurs,115,Houston Rockets,107,,18245,Toyota Center,,2011
Sat Mar 12 2011,9:00p,Los Angeles Lakers,96,Dallas Mavericks,91,,20619,American Airlines Center,,2011
Sat Mar 12 2011,9:00p,Detroit Pistons,101,Denver Nuggets,131,,19155,Pepsi Center,,2011
Sun Mar 13 2011,1:00p,Oklahoma City Thunder,95,Cleveland Cavaliers,75,,19811,Quicken Loans Arena,,2011
Sun Mar 13 2011,1:00p,Charlotte Bobcats,95,Toronto Raptors,90,,16557,Air Canada Centre,,2011
Sun Mar 13 2011,3:30p,Orlando Magic,111,Phoenix Suns,88,,18091,US Airways Center,,2011
Sun Mar 13 2011,6:00p,Milwaukee Bucks,56,Boston Celtics,87,,18624,TD Garden,,2011
Sun Mar 13 2011,6:00p,Indiana Pacers,106,New York Knicks,93,,19763,Madison Square Garden (IV),,2011
Sun Mar 13 2011,9:00p,Minnesota Timberwolves,77,Golden State Warriors,100,,17788,Oracle Arena,,2011
Mon Mar 14 2011,7:00p,Boston Celtics,79,New Jersey Nets,88,,18711,Prudential Center,,2011
Mon Mar 14 2011,7:00p,Oklahoma City Thunder,116,Washington Wizards,89,,17921,Verizon Center,,2011
Mon Mar 14 2011,8:00p,Los Angeles Clippers,82,Memphis Grizzlies,105,,15989,FedEx Forum,,2011
Mon Mar 14 2011,8:00p,San Antonio Spurs,80,Miami Heat,110,,20021,AmericanAirlines Arena,,2011
Mon Mar 14 2011,8:00p,Denver Nuggets,114,New Orleans Hornets,103,,11782,New Orleans Arena,,2011
Mon Mar 14 2011,8:30p,Phoenix Suns,93,Houston Rockets,95,,16262,Toyota Center,,2011
Mon Mar 14 2011,9:00p,Philadelphia 76ers,107,Utah Jazz,112,OT,19632,EnergySolutions Arena,,2011
Mon Mar 14 2011,10:00p,Golden State Warriors,119,Sacramento Kings,129,,14243,Power Balance Pavilion,,2011
