Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,OT?,Attend.,Arena,Notes,Season
Wed Apr 6 2016,9:30p,Houston Rockets,86,Dallas Mavericks,88,,20108,American Airlines Center,,2016
Wed Apr 6 2016,10:00p,Oklahoma City Thunder,115,Portland Trail Blazers,120,,19393,Moda Center,,2016
Wed Apr 6 2016,10:30p,Los Angeles Clippers,91,Los Angeles Lakers,81,,18997,STAPLES Center,,2016
Thu Apr 7 2016,8:00p,Toronto Raptors,87,Atlanta Hawks,95,,17864,Philips Arena,,2016
Thu Apr 7 2016,8:00p,Phoenix Suns,124,Houston Rockets,115,,18227,Toyota Center,,2016
Thu Apr 7 2016,8:00p,Chicago Bulls,98,Miami Heat,106,,19771,AmericanAirlines Arena,,2016
Thu Apr 7 2016,10:00p,Minnesota Timberwolves,105,Sacramento Kings,97,,17317,Sleep Train Arena,,2016
Thu Apr 7 2016,10:30p,San Antonio Spurs,101,Golden State Warriors,112,,19596,Oracle Arena,,2016
Fri Apr 8 2016,7:00p,Brooklyn Nets,99,Charlotte Hornets,113,,18337,Time Warner Cable Arena,,2016
Fri Apr 8 2016,7:00p,Miami Heat,109,Orlando Magic,112,,18152,Amway Center,,2016
Fri Apr 8 2016,7:00p,New York Knicks,109,Philadelphia 76ers,102,,16076,Wells Fargo Center,,2016
Fri Apr 8 2016,7:30p,Milwaukee Bucks,109,Boston Celtics,124,,18624,TD Garden,,2016
Fri Apr 8 2016,7:30p,Washington Wizards,99,Detroit Pistons,112,,18207,The Palace of Auburn Hills,,2016
Fri Apr 8 2016,7:30p,Indiana Pacers,98,Toronto Raptors,111,,19800,Air Canada Centre,,2016
Fri Apr 8 2016,8:00p,Los Angeles Lakers,102,New Orleans Pelicans,110,,18607,Smoothie King Center,,2016
Fri Apr 8 2016,8:30p,Memphis Grizzlies,93,Dallas Mavericks,103,,20211,American Airlines Center,,2016
Fri Apr 8 2016,9:00p,San Antonio Spurs,98,Denver Nuggets,102,,16347,Pepsi Center,,2016
Fri Apr 8 2016,9:00p,Los Angeles Clippers,102,Utah Jazz,99,OT,19911,Vivint Smart Home Arena,,2016
Sat Apr 9 2016,7:00p,Phoenix Suns,121,New Orleans Pelicans,100,,16932,Smoothie King Center,,2016
Sat Apr 9 2016,7:30p,Boston Celtics,107,Atlanta Hawks,118,,19257,Philips Arena,,2016
Sat Apr 9 2016,8:00p,Golden State Warriors,100,Memphis Grizzlies,99,,18119,FedEx Forum,,2016
Sat Apr 9 2016,8:30p,Cleveland Cavaliers,102,Chicago Bulls,105,,22186,United Center,,2016
Sat Apr 9 2016,10:30p,Minnesota Timberwolves,106,Portland Trail Blazers,105,,19733,Moda Center,,2016
Sat Apr 9 2016,10:30p,Oklahoma City Thunder,112,Sacramento Kings,114,,17317,Sleep Train Arena,,2016
Sun Apr 10 2016,12:00p,Charlotte Hornets,98,Washington Wizards,113,,19187,Verizon Center,,2016
Sun Apr 10 2016,3:30p,Los Angeles Lakers,110,Houston Rockets,130,,18442,Toyota Center,,2016
Sun Apr 10 2016,3:30p,Dallas Mavericks,91,Los Angeles Clippers,98,,19170,STAPLES Center,,2016
Sun Apr 10 2016,5:00p,Utah Jazz,100,Denver Nuggets,84,,16172,Pepsi Center,,2016
Sun Apr 10 2016,5:00p,Milwaukee Bucks,109,Philadelphia 76ers,108,OT,16267,Wells Fargo Center,,2016
Sun Apr 10 2016,6:00p,Brooklyn Nets,105,Indiana Pacers,129,,18165,Bankers Life Fieldhouse,,2016
Sun Apr 10 2016,6:00p,Orlando Magic,96,Miami Heat,118,,19913,AmericanAirlines Arena,,2016
Sun Apr 10 2016,7:00p,Golden State Warriors,92,San Antonio Spurs,86,,18658,AT&T Center,,2016
Sun Apr 10 2016,7:30p,Toronto Raptors,93,New York Knicks,89,,19812,Madison Square Garden (IV),,2016
Mon Apr 11 2016,7:00p,Atlanta Hawks,94,Cleveland Cavaliers,109,,20562,Quicken Loans Arena,,2016
Mon Apr 11 2016,7:00p,Milwaukee Bucks,98,Orlando Magic,107,,18374,Amway Center,,2016
Mon Apr 11 2016,7:30p,Charlotte Hornets,114,Boston Celtics,100,,18624,TD Garden,,2016
Mon Apr 11 2016,7:30p,Washington Wizards,120,Brooklyn Nets,111,,14653,Barclays Center,,2016
Mon Apr 11 2016,8:00p,Houston Rockets,129,Minnesota Timberwolves,105,,14983,Target Center,,2016
Mon Apr 11 2016,8:00p,Chicago Bulls,121,New Orleans Pelicans,116,,16867,Smoothie King Center,,2016
Mon Apr 11 2016,8:00p,Los Angeles Lakers,79,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena,,2016
Mon Apr 11 2016,9:00p,Dallas Mavericks,101,Utah Jazz,92,,19911,Vivint Smart Home Arena,,2016
Mon Apr 11 2016,10:00p,Sacramento Kings,105,Phoenix Suns,101,,17288,Talking Stick Resort Arena,,2016
Tue Apr 12 2016,7:00p,New York Knicks,90,Indiana Pacers,102,,17906,Bankers Life Fieldhouse,,2016
Tue Apr 12 2016,7:30p,Miami Heat,99,Detroit Pistons,93,,18575,The Palace of Auburn Hills,,2016
Tue Apr 12 2016,7:30p,Philadelphia 76ers,98,Toronto Raptors,122,,19800,Air Canada Centre,,2016
Tue Apr 12 2016,8:00p,Oklahoma City Thunder,98,San Antonio Spurs,102,OT,18765,AT&T Center,,2016
Tue Apr 12 2016,10:30p,Memphis Grizzlies,84,Los Angeles Clippers,110,,19147,STAPLES Center,,2016
Wed Apr 13 2016,8:00p,Miami Heat,88,Boston Celtics,98,,18624,TD Garden,,2016
Wed Apr 13 2016,8:00p,Toronto Raptors,103,Brooklyn Nets,96,,16517,Barclays Center,,2016
Wed Apr 13 2016,8:00p,Philadelphia 76ers,105,Chicago Bulls,115,,21777,United Center,,2016
Wed Apr 13 2016,8:00p,Orlando Magic,103,Charlotte Hornets,117,,17372,Time Warner Cable Arena,,2016
Wed Apr 13 2016,8:00p,Detroit Pistons,112,Cleveland Cavaliers,110,OT,20562,Quicken Loans Arena,,2016
Wed Apr 13 2016,8:00p,San Antonio Spurs,96,Dallas Mavericks,91,,20346,American Airlines Center,,2016
Wed Apr 13 2016,8:00p,Sacramento Kings,81,Houston Rockets,116,,18311,Toyota Center,,2016
Wed Apr 13 2016,8:00p,Indiana Pacers,97,Milwaukee Bucks,92,,16569,BMO Harris Bradley Center,,2016
Wed Apr 13 2016,8:00p,New Orleans Pelicans,109,Minnesota Timberwolves,144,,14889,Target Center,,2016
Wed Apr 13 2016,8:00p,Atlanta Hawks,98,Washington Wizards,109,,17399,Verizon Center,,2016
Wed Apr 13 2016,10:30p,Memphis Grizzlies,104,Golden State Warriors,125,,19596,Oracle Arena,,2016
Wed Apr 13 2016,10:30p,Utah Jazz,96,Los Angeles Lakers,101,,18997,STAPLES Center,,2016
Wed Apr 13 2016,10:30p,Los Angeles Clippers,105,Phoenix Suns,114,,18055,Talking Stick Resort Arena,,2016
Wed Apr 13 2016,10:30p,Denver Nuggets,99,Portland Trail Blazers,107,,19571,Moda Center,,2016
Tue Oct 25 2016,7:30p,New York Knicks,88,Cleveland Cavaliers,117,,20562,Quicken Loans Arena,,2017
Tue Oct 25 2016,10:00p,Utah Jazz,104,Portland Trail Blazers,113,,19446,Moda Center,,2017
Tue Oct 25 2016,10:30p,San Antonio Spurs,129,Golden State Warriors,100,,19596,Oracle Arena,,2017
Wed Oct 26 2016,7:00p,Dallas Mavericks,121,Indiana Pacers,130,OT,17923,Bankers Life Fieldhouse,,2017
Wed Oct 26 2016,7:00p,Miami Heat,108,Orlando Magic,96,,19298,Amway Center,,2017
Wed Oct 26 2016,7:30p,Detroit Pistons,91,Toronto Raptors,109,,19800,Air Canada Centre,,2017
Wed Oct 26 2016,7:30p,Brooklyn Nets,117,Boston Celtics,122,,18624,TD Garden,,2017
Wed Oct 26 2016,8:00p,Charlotte Hornets,107,Milwaukee Bucks,96,,18717,BMO Harris Bradley Center,,2017
Wed Oct 26 2016,8:00p,Denver Nuggets,107,New Orleans Pelicans,102,,15869,Smoothie King Center,,2017
Wed Oct 26 2016,8:00p,Minnesota Timberwolves,98,Memphis Grizzlies,102,,18119,FedEx Forum,,2017
Wed Oct 26 2016,8:00p,Oklahoma City Thunder,103,Philadelphia 76ers,97,,20487,Wells Fargo Center,,2017
Wed Oct 26 2016,10:00p,Sacramento Kings,113,Phoenix Suns,94,,18055,Talking Stick Resort Arena,,2017
Wed Oct 26 2016,10:30p,Houston Rockets,114,Los Angeles Lakers,120,,18997,STAPLES Center,,2017
Thu Oct 27 2016,7:30p,Washington Wizards,99,Atlanta Hawks,114,,19049,Philips Arena,,2017
Thu Oct 27 2016,8:00p,Boston Celtics,99,Chicago Bulls,105,,21501,United Center,,2017
Thu Oct 27 2016,10:30p,Los Angeles Clippers,114,Portland Trail Blazers,106,,19500,Moda Center,,2017
Thu Oct 27 2016,10:30p,San Antonio Spurs,102,Sacramento Kings,94,,17608,Golden 1 Center,,2017
Fri Oct 28 2016,7:00p,Cleveland Cavaliers,94,Toronto Raptors,91,,19800,Air Canada Centre,,2017
Fri Oct 28 2016,7:30p,Indiana Pacers,94,Brooklyn Nets,103,,17732,Barclays Center,,2017
Fri Oct 28 2016,7:30p,Orlando Magic,82,Detroit Pistons,108,,19122,The Palace of Auburn Hills,,2017
Fri Oct 28 2016,8:00p,Phoenix Suns,110,Oklahoma City Thunder,113,OT,18203,Chesapeake Energy Arena,,2017
Fri Oct 28 2016,8:00p,Charlotte Hornets,97,Miami Heat,91,,19600,AmericanAirlines Arena,,2017
Fri Oct 28 2016,8:30p,Houston Rockets,106,Dallas Mavericks,98,,20163,American Airlines Center,,2017
Fri Oct 28 2016,9:00p,Los Angeles Lakers,89,Utah Jazz,96,,19911,Vivint Smart Home Arena,,2017
Fri Oct 28 2016,9:30p,Golden State Warriors,122,New Orleans Pelicans,114,,18217,Smoothie King Center,,2017
Sat Oct 29 2016,12:30p,Atlanta Hawks,104,Philadelphia 76ers,72,,16312,Wells Fargo Center,,2017
Sat Oct 29 2016,7:00p,Boston Celtics,104,Charlotte Hornets,98,,18708,Spectrum Center,,2017
Sat Oct 29 2016,7:30p,Orlando Magic,99,Cleveland Cavaliers,105,,20562,Quicken Loans Arena,,2017
Sat Oct 29 2016,7:30p,Memphis Grizzlies,104,New York Knicks,111,,19812,Madison Square Garden (IV),,2017
Sat Oct 29 2016,8:00p,New Orleans Pelicans,79,San Antonio Spurs,98,,18418,AT&T Center,,2017
Sat Oct 29 2016,8:00p,Brooklyn Nets,108,Milwaukee Bucks,110,,12570,BMO Harris Bradley Center,,2017
Sat Oct 29 2016,8:00p,Indiana Pacers,101,Chicago Bulls,118,,21373,United Center,,2017
Sat Oct 29 2016,9:00p,Portland Trail Blazers,115,Denver Nuggets,113,OT,18055,Pepsi Center,,2017
Sat Oct 29 2016,10:30p,Minnesota Timberwolves,103,Sacramento Kings,106,,17608,Golden 1 Center,,2017
Sun Oct 30 2016,4:30p,Utah Jazz,75,Los Angeles Clippers,88,,19060,STAPLES Center,,2017
Sun Oct 30 2016,6:00p,Milwaukee Bucks,83,Detroit Pistons,98,,15161,The Palace of Auburn Hills,,2017
Sun Oct 30 2016,6:00p,San Antonio Spurs,106,Miami Heat,99,,19678,AmericanAirlines Arena,,2017
Sun Oct 30 2016,6:00p,Golden State Warriors,106,Phoenix Suns,100,,17011,Talking Stick Resort Arena,,2017
Sun Oct 30 2016,7:00p,Los Angeles Lakers,96,Oklahoma City Thunder,113,,18203,Chesapeake Energy Arena,,2017
Sun Oct 30 2016,8:00p,Dallas Mavericks,92,Houston Rockets,93,,18055,Toyota Center,,2017
Sun Oct 30 2016,8:00p,Washington Wizards,103,Memphis Grizzlies,112,OT,15573,FedEx Forum,,2017
Mon Oct 31 2016,7:30p,Sacramento Kings,95,Atlanta Hawks,106,,12501,Philips Arena,,2017
Mon Oct 31 2016,7:30p,Chicago Bulls,118,Brooklyn Nets,88,,15842,Barclays Center,,2017
Mon Oct 31 2016,7:30p,Denver Nuggets,102,Toronto Raptors,105,,19800,Air Canada Centre,,2017
Mon Oct 31 2016,10:30p,Phoenix Suns,98,Los Angeles Clippers,116,,19060,STAPLES Center,,2017
Tue Nov 1 2016,6:00p,Houston Rockets,120,Cleveland Cavaliers,128,,20562,Quicken Loans Arena,,2017
Tue Nov 1 2016,7:00p,Los Angeles Lakers,108,Indiana Pacers,115,,15348,Bankers Life Fieldhouse,,2017
Tue Nov 1 2016,7:00p,Orlando Magic,103,Philadelphia 76ers,101,,12529,Wells Fargo Center,,2017
Tue Nov 1 2016,7:30p,New York Knicks,89,Detroit Pistons,102,,13087,The Palace of Auburn Hills,,2017
Tue Nov 1 2016,7:30p,Sacramento Kings,96,Miami Heat,108,OT,19612,AmericanAirlines Arena,,2017
Tue Nov 1 2016,8:00p,Memphis Grizzlies,80,Minnesota Timberwolves,116,,14774,Target Center,,2017
Tue Nov 1 2016,8:00p,Milwaukee Bucks,117,New Orleans Pelicans,113,,15515,Smoothie King Center,,2017
Tue Nov 1 2016,8:30p,Utah Jazz,106,San Antonio Spurs,91,,18418,AT&T Center,,2017
Tue Nov 1 2016,10:00p,Golden State Warriors,127,Portland Trail Blazers,104,,19393,Moda Center,,2017
Wed Nov 2 2016,7:00p,Philadelphia 76ers,93,Charlotte Hornets,109,,15275,Spectrum Center,,2017
Wed Nov 2 2016,7:00p,Toronto Raptors,113,Washington Wizards,103,,19581,Verizon Center,,2017
Wed Nov 2 2016,7:30p,Los Angeles Lakers,123,Atlanta Hawks,116,,13800,Philips Arena,,2017
Wed Nov 2 2016,7:30p,Detroit Pistons,101,Brooklyn Nets,109,,13650,Barclays Center,,2017
Wed Nov 2 2016,7:30p,Houston Rockets,118,New York Knicks,99,,19812,Madison Square Garden (IV),,2017
Wed Nov 2 2016,8:00p,Chicago Bulls,100,Boston Celtics,107,,18624,TD Garden,,2017
Wed Nov 2 2016,8:00p,New Orleans Pelicans,83,Memphis Grizzlies,89,OT,15881,FedEx Forum,,2017
Wed Nov 2 2016,9:00p,Dallas Mavericks,81,Utah Jazz,97,,19318,Vivint Smart Home Arena,,2017
Wed Nov 2 2016,10:00p,Portland Trail Blazers,115,Phoenix Suns,118,OT,17284,Talking Stick Resort Arena,,2017
Wed Nov 2 2016,10:30p,Oklahoma City Thunder,85,Los Angeles Clippers,83,,19060,STAPLES Center,,2017
Thu Nov 3 2016,7:00p,Sacramento Kings,94,Orlando Magic,102,,17026,Amway Center,,2017
Thu Nov 3 2016,8:00p,Boston Celtics,122,Cleveland Cavaliers,128,,20562,Quicken Loans Arena,,2017
Thu Nov 3 2016,8:00p,Indiana Pacers,107,Milwaukee Bucks,125,,11374,BMO Harris Bradley Center,,2017
Thu Nov 3 2016,8:00p,Denver Nuggets,102,Minnesota Timberwolves,99,,11219,Target Center,,2017
Thu Nov 3 2016,10:30p,Oklahoma City Thunder,96,Golden State Warriors,122,,19596,Oracle Arena,,2017
Fri Nov 4 2016,7:00p,Atlanta Hawks,92,Washington Wizards,95,,14663,Verizon Center,,2017
Fri Nov 4 2016,7:30p,Charlotte Hornets,99,Brooklyn Nets,95,,15775,Barclays Center,,2017
Fri Nov 4 2016,7:30p,Miami Heat,87,Toronto Raptors,96,,19800,Air Canada Centre,,2017
Fri Nov 4 2016,8:00p,New York Knicks,117,Chicago Bulls,104,,22376,United Center,,2017
Fri Nov 4 2016,8:00p,Los Angeles Clippers,99,Memphis Grizzlies,88,,17115,FedEx Forum,,2017
Fri Nov 4 2016,8:00p,Phoenix Suns,112,New Orleans Pelicans,111,OT,15379,Smoothie King Center,,2017
Fri Nov 4 2016,8:30p,Portland Trail Blazers,105,Dallas Mavericks,95,,19475,American Airlines Center,,2017
Fri Nov 4 2016,9:00p,San Antonio Spurs,100,Utah Jazz,86,,19911,Vivint Smart Home Arena,,2017
Fri Nov 4 2016,10:30p,Golden State Warriors,97,Los Angeles Lakers,117,,18997,STAPLES Center,,2017
Sat Nov 5 2016,6:00p,Minnesota Timberwolves,92,Oklahoma City Thunder,112,,18203,Chesapeake Energy Arena,,2017
Sat Nov 5 2016,7:00p,Denver Nuggets,86,Detroit Pistons,103,,16218,The Palace of Auburn Hills,,2017
Sat Nov 5 2016,7:00p,Chicago Bulls,94,Indiana Pacers,111,,17020,Bankers Life Fieldhouse,,2017
Sat Nov 5 2016,7:00p,Washington Wizards,86,Orlando Magic,88,,18846,Amway Center,,2017
Sat Nov 5 2016,7:00p,Cleveland Cavaliers,102,Philadelphia 76ers,101,,20497,Wells Fargo Center,,2017
Sat Nov 5 2016,7:30p,Houston Rockets,97,Atlanta Hawks,112,,16895,Philips Arena,,2017
Sat Nov 5 2016,8:00p,Sacramento Kings,91,Milwaukee Bucks,117,,16021,BMO Harris Bradley Center,,2017
Sat Nov 5 2016,8:30p,Los Angeles Clippers,116,San Antonio Spurs,92,,18418,AT&T Center,,2017
Sun Nov 6 2016,12:00p,Utah Jazz,114,New York Knicks,109,,19812,Madison Square Garden (IV),,2017
Sun Nov 6 2016,3:30p,Portland Trail Blazers,100,Memphis Grizzlies,94,,16233,FedEx Forum,,2017
Sun Nov 6 2016,6:00p,Sacramento Kings,96,Toronto Raptors,91,,19800,Air Canada Centre,,2017
Sun Nov 6 2016,7:00p,Milwaukee Bucks,75,Dallas Mavericks,86,OT,19345,American Airlines Center,,2017
Sun Nov 6 2016,7:30p,Denver Nuggets,123,Boston Celtics,107,,17452,TD Garden,,2017
Sun Nov 6 2016,9:30p,Phoenix Suns,108,Los Angeles Lakers,119,,18997,STAPLES Center,,2017
Mon Nov 7 2016,7:00p,Indiana Pacers,100,Charlotte Hornets,122,,16880,Spectrum Center,,2017
Mon Nov 7 2016,7:00p,Utah Jazz,109,Philadelphia 76ers,84,,14168,Wells Fargo Center,,2017
Mon Nov 7 2016,7:00p,Houston Rockets,114,Washington Wizards,106,,13173,Verizon Center,,2017
Mon Nov 7 2016,8:00p,Orlando Magic,80,Chicago Bulls,112,,21320,United Center,,2017
Mon Nov 7 2016,8:00p,Miami Heat,85,Oklahoma City Thunder,97,,18203,Chesapeake Energy Arena,,2017
Mon Nov 7 2016,10:30p,New Orleans Pelicans,106,Golden State Warriors,116,,19596,Oracle Arena,,2017
Mon Nov 7 2016,10:30p,Detroit Pistons,82,Los Angeles Clippers,114,,19060,STAPLES Center,,2017
Tue Nov 8 2016,7:00p,Atlanta Hawks,110,Cleveland Cavaliers,106,,20562,Quicken Loans Arena,,2017
Tue Nov 8 2016,7:30p,Minnesota Timberwolves,110,Brooklyn Nets,119,,13610,Barclays Center,,2017
Tue Nov 8 2016,8:00p,Denver Nuggets,107,Memphis Grizzlies,108,,15109,FedEx Forum,,2017
Tue Nov 8 2016,10:00p,Phoenix Suns,121,Portland Trail Blazers,124,,19239,Moda Center,,2017
Tue Nov 8 2016,10:30p,Dallas Mavericks,109,Los Angeles Lakers,97,,18997,STAPLES Center,,2017
Tue Nov 8 2016,10:30p,New Orleans Pelicans,94,Sacramento Kings,102,,17608,Golden 1 Center,,2017
Wed Nov 9 2016,7:00p,Utah Jazz,98,Charlotte Hornets,104,,15712,Spectrum Center,,2017
Wed Nov 9 2016,7:00p,Philadelphia 76ers,115,Indiana Pacers,122,OT,15360,Bankers Life Fieldhouse,,2017
Wed Nov 9 2016,7:00p,Brooklyn Nets,96,New York Knicks,110,,19812,Madison Square Garden (IV),,2017
Wed Nov 9 2016,7:00p,Minnesota Timberwolves,123,Orlando Magic,107,,17102,Amway Center,,2017
Wed Nov 9 2016,7:00p,Boston Celtics,93,Washington Wizards,118,,12675,Verizon Center,,2017
Wed Nov 9 2016,7:30p,Chicago Bulls,107,Atlanta Hawks,115,,16354,Philips Arena,,2017
Wed Nov 9 2016,8:00p,Toronto Raptors,112,Oklahoma City Thunder,102,,18203,Chesapeake Energy Arena,,2017
Wed Nov 9 2016,9:00p,Detroit Pistons,100,Phoenix Suns,107,,16719,Talking Stick Resort Arena,,2017
Wed Nov 9 2016,9:30p,Houston Rockets,101,San Antonio Spurs,99,,18418,AT&T Center,,2017
Wed Nov 9 2016,10:30p,Dallas Mavericks,95,Golden State Warriors,116,,19596,Oracle Arena,,2017
Wed Nov 9 2016,10:30p,Portland Trail Blazers,80,Los Angeles Clippers,111,,19060,STAPLES Center,,2017
Thu Nov 10 2016,8:00p,Chicago Bulls,98,Miami Heat,95,,19600,AmericanAirlines Arena,,2017
Thu Nov 10 2016,8:00p,New Orleans Pelicans,112,Milwaukee Bucks,106,,12159,BMO Harris Bradley Center,,2017
Thu Nov 10 2016,9:00p,Golden State Warriors,125,Denver Nuggets,101,,17569,Pepsi Center,,2017
Thu Nov 10 2016,10:30p,Los Angeles Lakers,101,Sacramento Kings,91,,17608,Golden 1 Center,,2017
Fri Nov 11 2016,7:00p,Toronto Raptors,113,Charlotte Hornets,111,,18107,Spectrum Center,,2017
Fri Nov 11 2016,7:00p,Utah Jazz,87,Orlando Magic,74,,18846,Amway Center,,2017
Fri Nov 11 2016,7:00p,Indiana Pacers,105,Philadelphia 76ers,109,OT,17643,Wells Fargo Center,,2017
Fri Nov 11 2016,7:00p,Cleveland Cavaliers,105,Washington Wizards,94,,20356,Verizon Center,,2017
Fri Nov 11 2016,7:30p,New York Knicks,87,Boston Celtics,115,,18624,TD Garden,,2017
Fri Nov 11 2016,8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,108,,18203,Chesapeake Energy Arena,,2017
Fri Nov 11 2016,8:30p,Detroit Pistons,86,San Antonio Spurs,96,,18418,AT&T Center,,2017
Fri Nov 11 2016,10:00p,Sacramento Kings,120,Portland Trail Blazers,122,OT,19918,Moda Center,,2017
Sat Nov 12 2016,7:00p,Boston Celtics,105,Indiana Pacers,99,,17923,Bankers Life Fieldhouse,,2017
Sat Nov 12 2016,7:00p,Los Angeles Lakers,126,New Orleans Pelicans,99,,17138,Smoothie King Center,,2017
Sat Nov 12 2016,7:30p,Philadelphia 76ers,96,Atlanta Hawks,117,,17399,Philips Arena,,2017
Sat Nov 12 2016,7:30p,New York Knicks,107,Toronto Raptors,118,,19800,Air Canada Centre,,2017
Sat Nov 12 2016,8:00p,Washington Wizards,95,Chicago Bulls,106,,21962,United Center,,2017
Sat Nov 12 2016,8:00p,San Antonio Spurs,106,Houston Rockets,100,,18055,Toyota Center,,2017
Sat Nov 12 2016,8:00p,Utah Jazz,102,Miami Heat,91,,19600,AmericanAirlines Arena,,2017
Sat Nov 12 2016,8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,105,,14494,Target Center,,2017
Sat Nov 12 2016,8:30p,Memphis Grizzlies,96,Milwaukee Bucks,106,,14327,BMO Harris Bradley Center,,2017
Sat Nov 12 2016,9:00p,Detroit Pistons,106,Denver Nuggets,95,,13997,Pepsi Center,,2017
Sat Nov 12 2016,9:00p,Brooklyn Nets,122,Phoenix Suns,104,,17126,Talking Stick Resort Arena,,2017
Sun Nov 13 2016,3:30p,Charlotte Hornets,93,Cleveland Cavaliers,100,,20562,Quicken Loans Arena,,2017
Sun Nov 13 2016,7:00p,Los Angeles Lakers,99,Minnesota Timberwolves,125,,14432,Target Center,,2017
Sun Nov 13 2016,7:00p,Orlando Magic,119,Oklahoma City Thunder,117,,18203,Chesapeake Energy Arena,,2017
Sun Nov 13 2016,8:00p,Phoenix Suns,120,Golden State Warriors,133,,19596,Oracle Arena,,2017
Sun Nov 13 2016,9:00p,Denver Nuggets,105,Portland Trail Blazers,112,,19362,Moda Center,,2017
Mon Nov 14 2016,7:00p,Orlando Magic,69,Indiana Pacers,88,,14825,Bankers Life Fieldhouse,,2017
Mon Nov 14 2016,7:30p,Oklahoma City Thunder,88,Detroit Pistons,104,,14172,The Palace of Auburn Hills,,2017
Mon Nov 14 2016,7:30p,Dallas Mavericks,77,New York Knicks,93,,19812,Madison Square Garden (IV),,2017
Mon Nov 14 2016,8:00p,Philadelphia 76ers,88,Houston Rockets,115,,13183,Toyota Center,,2017
Mon Nov 14 2016,8:00p,Boston Celtics,105,New Orleans Pelicans,106,,15001,Smoothie King Center,,2017
Mon Nov 14 2016,8:30p,Miami Heat,90,San Antonio Spurs,94,,18418,AT&T Center,,2017
Mon Nov 14 2016,9:00p,Memphis Grizzlies,102,Utah Jazz,96,,18176,Vivint Smart Home Arena,,2017
Mon Nov 14 2016,10:30p,Brooklyn Nets,95,Los Angeles Clippers,127,,19060,STAPLES Center,,2017
Tue Nov 15 2016,7:00p,Toronto Raptors,117,Cleveland Cavaliers,121,,20562,Quicken Loans Arena,,2017
Tue Nov 15 2016,7:30p,Atlanta Hawks,93,Miami Heat,90,,19600,AmericanAirlines Arena,,2017
Tue Nov 15 2016,8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,,10349,Target Center,,2017
Tue Nov 15 2016,10:00p,Chicago Bulls,113,Portland Trail Blazers,88,,19393,Moda Center,,2017
Tue Nov 15 2016,10:30p,Brooklyn Nets,118,Los Angeles Lakers,125,,18426,STAPLES Center,,2017
Wed Nov 16 2016,7:00p,Cleveland Cavaliers,93,Indiana Pacers,103,,17022,Bankers Life Fieldhouse,,2017
Wed Nov 16 2016,7:00p,New Orleans Pelicans,82,Orlando Magic,89,,16127,Amway Center,,2017
Wed Nov 16 2016,7:00p,Washington Wizards,102,Philadelphia 76ers,109,,14863,Wells Fargo Center,,2017
Wed Nov 16 2016,7:30p,Milwaukee Bucks,100,Atlanta Hawks,107,,14656,Philips Arena,,2017
Wed Nov 16 2016,7:30p,Dallas Mavericks,83,Boston Celtics,90,,18624,TD Garden,,2017
Wed Nov 16 2016,7:30p,Detroit Pistons,102,New York Knicks,105,,19812,Madison Square Garden (IV),,2017
Wed Nov 16 2016,8:00p,Houston Rockets,103,Oklahoma City Thunder,105,,18203,Chesapeake Energy Arena,,2017
Wed Nov 16 2016,8:00p,Golden State Warriors,127,Toronto Raptors,121,,21050,Air Canada Centre,,2017
Wed Nov 16 2016,9:00p,Phoenix Suns,104,Denver Nuggets,120,,10247,Pepsi Center,,2017
Wed Nov 16 2016,10:30p,Memphis Grizzlies,111,Los Angeles Clippers,107,,19060,STAPLES Center,,2017
Wed Nov 16 2016,10:30p,San Antonio Spurs,110,Sacramento Kings,105,,17608,Golden 1 Center,,2017
Thu Nov 17 2016,7:00p,New York Knicks,112,Washington Wizards,119,,16704,Verizon Center,,2017
Thu Nov 17 2016,7:30p,Milwaukee Bucks,73,Miami Heat,96,,19600,AmericanAirlines Arena,,2017
Thu Nov 17 2016,8:00p,Portland Trail Blazers,109,Houston Rockets,126,,15550,Toyota Center,,2017
Thu Nov 17 2016,8:00p,Philadelphia 76ers,86,Minnesota Timberwolves,110,,16866,Target Center,,2017
Thu Nov 17 2016,10:30p,Chicago Bulls,85,Utah Jazz,77,,19911,Vivint Smart Home Arena,,2017
Fri Nov 18 2016,7:00p,Atlanta Hawks,96,Charlotte Hornets,100,,17989,Spectrum Center,,2017
Fri Nov 18 2016,7:00p,Phoenix Suns,116,Indiana Pacers,96,,16780,Bankers Life Fieldhouse,,2017
Fri Nov 18 2016,7:30p,Detroit Pistons,81,Cleveland Cavaliers,104,,20562,Quicken Loans Arena,,2017
Fri Nov 18 2016,8:00p,Golden State Warriors,104,Boston Celtics,88,,18624,TD Garden,,2017
Fri Nov 18 2016,8:00p,Portland Trail Blazers,101,New Orleans Pelicans,113,,15552,Smoothie King Center,,2017
Fri Nov 18 2016,8:00p,Brooklyn Nets,105,Oklahoma City Thunder,124,,18203,Chesapeake Energy Arena,,2017
Fri Nov 18 2016,8:30p,Memphis Grizzlies,80,Dallas Mavericks,64,,19715,American Airlines Center,,2017
Fri Nov 18 2016,9:00p,Toronto Raptors,113,Denver Nuggets,111,OT,12476,Pepsi Center,,2017
